timestamp,ax,ay,az,gx,gy,gz,label
06:40:16.232,-0.806,-2.672,1.18,0.187,-0.008,-0.289,run
06:40:16.238,0.541,-2.831,0.916,0.619,-0.27,1.085,run
06:40:16.273,1.136,-2.459,0.764,0.917,-0.158,1.411,run
06:40:16.317,-0.729,3.463,23.551,1.261,-0.031,3.596,run
06:40:16.363,5.967,4.62,17.58,0.991,-0.382,3.45,run
06:40:16.407,2.877,5.224,21.515,0.112,0.37,2.041,run
06:40:16.452,0.572,0.94,17.063,-0.474,0.399,0.81,run
06:40:16.457,1.431,-1.411,12.638,-0.046,-0.182,2.018,run
06:40:16.500,2.295,0.098,9.708,0.71,-0.408,2.17,run
06:40:16.547,1.961,0.353,6.554,0.815,-0.409,1.805,run
06:40:16.588,1.494,0.083,4.088,0.787,-0.295,1.253,run
06:40:16.637,0.77,0.65,4.216,0.661,-0.111,0.38,run
06:40:16.678,0.783,-0.433,3.449,0.465,-0.115,0.997,run
06:40:16.723,0.872,3.364,12.424,0.349,0.209,0.023,run
06:40:16.770,6.902,2.198,12.592,0.385,-0.835,5.331,run
06:40:16.813,1.779,6.307,22.228,0.489,0.681,2.617,run
06:40:16.818,0.691,3.76,19.645,-0.369,0.8,-1.153,run
06:40:16.859,-0.99,-0.797,12.365,-0.432,0.439,0.298,run
06:40:16.907,0.65,0.168,10.165,0.051,0.061,0.068,run
06:40:16.951,-0.077,-0.832,7.035,0.105,-0.01,0.419,run
06:40:16.999,0.731,-1.863,3.827,0.307,-0.089,0.576,run
06:40:17.038,0.396,-1.283,3.297,0.449,0.062,0.227,run
06:40:17.082,0.157,-1.711,3.212,0.431,0.13,0.18,run
06:40:17.129,0.588,-0.978,4.79,0.714,0.186,0.553,run
06:40:17.174,2.504,2.22,11.877,1.262,-0.177,4.007,run
06:40:17.181,3.733,5.867,18.293,1.011,-0.077,3.625,run
06:40:17.219,5.009,5.865,20.527,0.055,-0.321,5.683,run
06:40:17.266,5.903,0.737,15.038,-0.752,-0.329,5.514,run
06:40:17.313,4.529,-1.966,10.534,-0.263,0.026,3.307,run
06:40:17.359,2.234,0.232,8.192,0.531,0.22,1.597,run
06:40:17.401,1.504,0.845,6.04,0.586,0.069,1.425,run
06:40:17.445,1.226,0.363,4.153,0.396,0.044,1.22,run
06:40:17.491,1.019,0.66,4.924,0.162,0.142,0.807,run
06:40:17.534,0.387,-0.787,3.805,-0.141,0.181,0.02,run
06:40:17.539,-0.102,1.245,13.854,-0.034,0.015,1.234,run
06:40:17.581,2.504,2.439,13.46,0.28,-0.38,1.326,run
06:40:17.629,1.493,4.328,19.821,0.128,-0.009,2.045,run
06:40:17.671,1.558,2.885,18.713,-0.523,0.16,0.472,run
06:40:17.714,0.405,-0.374,14.091,-0.644,0.099,0.87,run
06:40:17.759,1.274,-0.752,10.474,-0.382,-0.101,1.311,run
06:40:17.805,1.197,-1.978,6.581,-0.08,-0.051,1.028,run
06:40:17.850,0.876,-2.079,3.125,0.353,-0.009,0.82,run
06:40:17.893,1.073,-1.413,2.642,0.64,-0.004,1.396,run
06:40:17.898,1.231,-2.081,1.434,0.776,0.157,1.03,run
06:40:17.941,0.675,1.56,13.597,1.106,0.227,1.643,run
06:40:17.989,2.305,4.841,15.996,0.652,-0.021,2.429,run
