timestamp,ax,ay,az,gx,gy,gz,label
11:58:45.782,1.061,-2.509,9.668,0.085,0.018,0.936,fall
11:58:45.827,0.974,-2.406,9.647,0.048,0.02,0.972,fall
11:58:45.870,0.905,-2.572,9.553,0.067,0.016,0.934,fall
11:58:45.916,0.974,-2.217,9.762,0.059,0.005,0.979,fall
11:58:45.962,1.022,-2.246,9.697,0.012,0.007,0.979,fall
11:58:46.006,0.941,-2.26,9.721,0.019,0.016,0.893,fall
11:58:46.011,0.821,-2.205,9.829,0.028,0.001,0.793,fall
11:58:46.050,0.702,-2.057,9.884,0.023,-0.007,0.589,fall
11:58:46.097,0.52,-1.975,9.968,-0.008,-0.033,0.496,fall
11:58:46.143,0.407,-1.923,9.869,-0.021,-0.059,0.402,fall
11:58:46.188,0.263,-1.903,9.853,-0.068,-0.095,0.194,fall
11:58:46.231,0.326,-2.306,9.558,-0.045,-0.148,0.553,fall
11:58:46.277,0.555,-1.987,9.889,-0.016,-0.134,0.517,fall
11:58:46.323,0.536,-1.997,9.91,-0.001,-0.101,0.654,fall
11:58:46.366,0.8,-1.884,9.908,-0.027,-0.065,0.737,fall
11:58:46.372,0.63,-1.913,9.896,0.014,-0.032,0.697,fall
11:58:46.411,0.862,-1.827,10.025,0.012,-0.055,1.037,fall
11:58:46.457,1.295,-1.774,9.743,0.014,-0.061,1.504,fall
11:58:46.503,1.511,-1.693,10.006,0.014,-0.04,1.762,fall
11:58:46.547,2.09,-2.124,9.182,-0.009,-0.055,2.241,fall
11:58:46.591,2.354,-2.327,8.751,0.093,0.018,2.157,fall
11:58:46.637,1.913,-1.513,10.466,0.108,-0.017,2.129,fall
11:58:46.680,2.488,-2.588,9.786,-0.021,-0.168,2.801,fall
11:58:46.726,2.983,-2.964,9.434,0.093,-0.076,3.012,fall
11:58:46.731,2.629,-3.206,8.907,0.323,0.155,2.358,fall
11:58:46.772,2.033,-2.272,9.201,0.505,0.204,1.87,fall
11:58:46.818,1.82,-1.492,8.955,0.394,0.133,1.741,fall
11:58:46.863,1.745,-1.801,9.714,0.234,0.029,1.719,fall
11:58:46.908,1.731,-2.141,11.062,0.268,-0.171,1.963,fall
11:58:46.951,1.997,-2.406,9.992,0.593,-0.066,1.458,fall
11:58:46.996,0.793,-1.082,9.515,0.796,0.165,0.283,fall
11:58:47.043,0.005,-0.527,10.023,0.7,0.178,-0.141,fall
11:58:47.088,-0.201,-0.175,10.422,0.544,0.104,-0.098,fall
11:58:47.092,-0.041,-0.125,10.626,0.343,0.039,0.062,fall
11:58:47.136,0.077,-0.486,10.264,0.199,-0.007,0.153,fall
11:58:47.179,0.218,-0.706,9.881,0.187,-0.05,0.251,fall
11:58:47.224,0.443,-0.678,9.723,0.289,-0.057,0.326,fall
11:58:47.270,0.28,-0.235,9.565,0.352,-0.03,0.306,fall
11:58:47.317,0.225,0.108,9.81,0.359,-0.026,0.335,fall
11:58:47.357,0.225,0.201,9.941,0.32,-0.001,0.122,fall
11:58:47.403,0.065,0.206,9.987,0.287,-0.013,0.067,fall
11:58:47.448,0.122,0.273,9.929,0.225,-0.047,0.239,fall
11:58:47.453,0.187,0.168,9.865,0.151,-0.02,0.091,fall
11:58:47.493,0.086,0.271,9.896,0.143,-0.012,0.005,fall
11:58:47.540,0.077,0.517,9.8,0.056,-0.028,0.225,fall
11:58:47.582,0.23,0.742,9.855,-0.009,-0.017,0.177,fall
11:58:47.630,0.275,0.888,10.32,-0.026,-0.051,0.419,fall
11:58:47.673,0.752,1.252,10.078,-0.071,-0.094,1.03,fall
11:58:47.718,1.178,1.597,10.418,-0.065,-0.11,1.398,fall
11:58:47.763,1.853,1.609,9.565,-0.164,-0.156,2.062,fall
11:58:47.853,2.181,1.422,10.707,-0.049,-0.116,2.239,fall
11:58:47.859,2.363,2.356,11.797,-0.032,-0.26,2.765,fall
11:58:47.863,3.18,1.556,10.236,-0.21,-0.308,3.319,fall
11:58:47.899,3.395,1.164,9.951,-0.227,-0.122,3.196,fall
11:58:47.943,2.916,0.563,9.405,-0.13,0.1,2.406,fall
11:58:47.989,1.978,0.697,9.436,0.041,0.193,1.638,fall
11:58:48.033,1.389,0.814,9.331,0.052,0.135,1.415,fall
11:58:48.077,1.456,0.692,9.233,0.135,0.063,1.477,fall
11:58:48.123,1.508,1.07,9.592,0.156,0.045,1.614,fall
11:58:48.168,1.645,1.214,9.369,0.125,0.022,1.683,fall
11:58:48.173,1.719,1.097,9.278,0.138,0.057,1.513,fall
11:58:48.216,1.367,1.396,9.467,0.163,0.062,1.389,fall
11:58:48.260,1.298,1.3,8.969,0.161,0.044,1.173,fall
11:58:48.304,0.96,1.556,10.791,0.222,0.019,0.831,fall
11:58:48.350,0.831,1.654,10.217,0.124,-0.063,0.706,fall
11:58:48.393,0.517,1.209,10.003,-0.014,-0.036,0.464,fall
11:58:48.438,0.476,0.757,9.833,-0.072,-0.008,0.366,fall
11:58:48.483,0.108,0.309,8.074,-0.097,0.073,-0.244,fall
11:58:48.528,-0.182,0.065,7.849,0.114,0.039,-0.065,fall
11:58:48.534,0.01,0.414,7.061,0.221,-0.015,0.026,fall
11:58:48.576,-0.053,0.778,8.258,0.335,-0.053,0.271,fall
11:58:48.619,0.476,1.192,8.493,0.161,-0.105,0.577,fall
11:58:48.665,0.764,0.177,9.01,0.181,-0.084,0.745,fall
11:58:48.711,0.433,1.264,9.335,0.151,0.015,0.412,fall
11:58:48.754,0.424,0.362,8.083,0.145,-0.022,0.558,fall
11:58:48.799,0.673,-0.275,6.335,0.449,-0.116,0.939,fall
11:58:48.844,1.02,-1.015,4.305,0.747,-0.147,1.044,fall
11:58:48.888,1.535,-1.7,3.838,1.002,-0.161,1.903,fall
11:58:48.893,2.239,-1.767,7.456,1.181,-0.089,1.93,fall
11:58:48.978,1.571,-1.468,6.841,1.08,0.112,1.568,fall
11:58:48.983,1.547,-2.057,6.405,1.12,-0.04,1.762,fall
11:58:49.024,1.391,-2.215,4.537,1.24,0.089,0.323,fall
11:58:49.071,-0.311,-2.524,5.483,1.99,0.04,0.165,fall
11:58:49.112,-0.457,2.533,11.019,2.059,0.327,-3.793,fall
11:58:49.157,-3.675,-2.854,6.551,1.904,-0.166,1.348,fall
11:58:49.202,2.014,4.418,4.959,2.591,-0.171,1.121,fall
11:58:49.245,-1.295,13.375,16.736,2.793,0.581,-4.054,fall
11:58:49.248,-2.516,11.414,-2.212,0.266,-0.459,-0.457,fall
11:58:49.292,2.093,2.576,-9.819,2.076,-1.062,3.826,fall
11:58:49.337,1.501,12.831,-3.256,3.817,-0.263,-1.559,fall
11:58:49.382,-2.923,22.799,-27.817,8.727,-1.467,-1.894,fall
11:58:49.428,28.44,39.227,-39.227,-0.978,-1.316,2.299,fall
11:58:49.471,7.556,15.18,-5.105,2.788,-0.176,3.929,fall
11:58:49.516,3.01,5.526,-0.563,-0.83,0.413,0.448,fall
11:58:49.606,-2.047,-0.105,-1.947,-0.058,0.559,-1.88,fall
11:58:49.611,-1.334,10.681,-2.773,0.182,0.285,-0.709,fall
11:58:49.614,0.017,14.27,-4.027,0.354,0.113,0.412,fall
11:58:49.655,0.623,10.003,-2.816,0.226,0.017,1.051,fall
11:58:49.697,1.578,9.022,-2.533,-0.047,-0.019,2.071,fall
11:58:49.744,2.32,10.37,-2.277,-0.126,-0.024,2.05,fall
11:58:49.791,1.638,9.34,-1.602,-0.157,-0.026,1.456,fall
11:58:49.834,1.441,9.805,-1.592,-0.092,-0.033,1.291,fall
11:58:49.878,1.276,9.951,-1.619,-0.094,-0.037,1.358,fall
11:58:49.922,1.374,9.503,-1.796,-0.075,-0.028,1.276,fall
11:58:49.966,1.075,10.02,-1.71,-0.047,-0.062,1.616,fall
11:58:49.971,1.997,9.778,-1.844,-0.121,-0.02,1.049,fall
11:58:50.012,1.128,9.616,-1.377,-0.275,-0.04,2.059,fall
11:58:50.057,1.769,10.106,-2.126,-0.292,0.071,1.487,fall
11:58:50.104,1.793,10.485,-2.059,-0.469,0.025,2.437,fall
11:58:50.148,2.251,10.116,-1.757,-0.701,0.104,1.925,fall
11:58:50.192,1.937,9.714,-1.116,-1.119,0.124,2.081,fall
11:58:50.236,2.332,8.725,0.318,-1.042,0.141,2.191,fall
11:58:50.281,2.129,9.048,1.367,-0.69,0.038,2.624,fall
11:58:50.327,3.242,8.612,1.489,-0.304,0.0,2.854,fall
11:58:50.331,2.145,8.95,0.979,-0.123,0.078,2.473,fall
11:58:50.372,2.516,9.328,0.053,-0.21,0.016,2.976,fall
11:58:50.418,3.263,9.74,0.579,-0.226,0.017,2.959,fall
11:58:50.464,1.999,9.414,0.309,-0.026,-0.002,2.464,fall
11:58:50.509,2.294,8.845,1.516,-0.11,-0.09,2.555,fall
11:58:50.551,2.322,9.302,2.799,-0.22,-0.055,1.863,fall
11:58:50.595,1.939,8.143,1.494,0.271,-0.153,2.358,fall
11:58:50.642,2.275,8.672,1.666,0.427,-0.139,2.373,fall
11:58:50.687,2.378,9.051,0.642,0.802,-0.13,2.483,fall
11:58:50.692,2.351,10.015,-0.618,0.823,-0.068,2.258,fall
11:58:50.733,2.282,10.487,-1.643,0.59,-0.047,2.368,fall
11:58:50.822,2.603,10.595,-1.489,0.311,-0.051,2.727,fall
11:58:50.827,2.713,9.941,-1.271,0.108,-0.044,2.892,fall
11:58:50.866,3.0,9.465,-1.073,-0.023,-0.044,3.048,fall
11:58:50.910,3.038,9.601,-0.955,-0.141,-0.02,2.959,fall
11:58:50.955,2.904,9.561,-0.864,-0.21,-0.004,2.753,fall
11:58:51.000,2.715,9.472,-0.565,-0.236,0.016,2.557,fall
11:58:51.046,2.476,9.379,-0.318,-0.171,0.005,2.516,fall
11:58:51.052,2.476,9.379,-0.18,-0.05,-0.024,2.478,fall
11:58:51.091,2.603,9.522,-0.39,0.024,-0.045,2.674,fall
11:58:51.137,2.696,9.565,-0.536,0.033,-0.042,2.698,fall
11:58:51.274,2.703,9.558,-0.646,0.01,-0.033,2.72,fall
11:58:51.280,2.66,9.584,-0.649,-0.029,-0.021,2.691,fall
11:58:51.286,2.722,9.493,-0.697,-0.049,-0.016,2.706,fall
11:58:51.318,2.725,9.618,-0.723,-0.067,-0.018,2.703,fall
11:58:51.361,2.665,9.493,-0.532,-0.08,-0.008,2.615,fall
11:58:51.405,2.581,9.467,-0.474,-0.068,-0.015,2.667,fall
11:58:51.411,2.674,9.486,-0.522,-0.061,-0.023,2.737,fall
11:58:51.450,2.718,9.539,-0.508,-0.054,-0.024,2.739,fall
11:58:51.498,2.708,9.505,-0.52,-0.048,-0.017,2.77,fall
11:58:51.542,2.713,9.534,-0.457,-0.05,-0.02,2.677,fall
11:58:51.587,2.674,9.522,-0.462,-0.05,-0.025,2.739,fall
11:58:51.631,2.744,9.493,-0.395,-0.047,-0.023,2.672,fall
11:58:51.676,2.653,9.517,-0.498,-0.042,-0.027,2.624,fall
11:58:51.721,2.662,9.482,-0.467,-0.042,-0.025,2.732,fall
11:58:51.766,2.691,9.561,-0.496,-0.05,-0.023,2.684,fall
11:58:51.770,2.703,9.484,-0.419,-0.05,-0.022,2.658,fall
11:58:51.813,2.701,9.551,-0.472,-0.058,-0.017,2.694,fall
11:58:51.857,2.691,9.508,-0.369,-0.042,-0.025,2.66,fall
11:58:51.947,2.727,9.479,-0.426,-0.035,-0.023,2.694,fall
11:58:51.951,2.698,9.563,-0.397,-0.036,-0.025,2.646,fall
11:58:51.993,2.706,9.505,-0.455,-0.036,-0.022,2.684,fall
11:58:52.038,2.703,9.426,-0.524,-0.038,-0.022,2.708,fall
11:58:52.083,2.67,9.515,-0.426,-0.047,-0.028,2.706,fall
11:58:52.126,2.67,9.51,-0.457,-0.04,-0.028,2.653,fall
11:58:52.132,2.658,9.549,-0.484,-0.034,-0.026,2.71,fall
11:58:52.174,2.71,9.527,-0.441,-0.034,-0.026,2.679,fall
11:58:52.219,2.653,9.479,-0.457,-0.037,-0.026,2.706,fall
