timestamp,ax,ay,az,gx,gy,gz,label
11:56:08.866,1.178,-2.928,9.271,0.002,-0.14,1.149,fall
11:56:08.869,1.257,-2.988,9.319,0.016,-0.165,1.348,fall
11:56:08.912,1.516,-2.768,9.426,-0.054,-0.198,1.801,fall
11:56:08.957,1.913,-3.122,9.383,-0.106,-0.179,1.959,fall
11:56:09.003,1.947,-3.218,9.731,-0.103,-0.154,1.896,fall
11:56:09.047,1.99,-3.316,9.551,-0.213,-0.162,2.284,fall
11:56:09.091,2.382,-3.934,8.859,-0.182,-0.095,2.399,fall
11:56:09.136,2.186,-3.934,8.806,-0.116,0.036,1.925,fall
11:56:09.181,1.882,-4.111,8.564,-0.009,0.042,1.772,fall
11:56:09.226,1.815,-3.398,10.458,0.08,0.0,1.645,fall
11:56:09.230,1.913,-3.436,10.758,0.027,-0.12,1.848,fall
11:56:09.273,2.112,-3.855,9.003,0.124,-0.108,1.829,fall
11:56:09.318,1.389,-2.797,9.218,0.19,0.043,1.121,fall
11:56:09.363,0.953,-3.002,9.355,0.152,-0.017,1.022,fall
11:56:09.408,1.154,-3.041,9.24,0.147,-0.08,1.204,fall
11:56:09.452,1.01,-3.941,9.029,0.187,-0.012,0.673,fall
11:56:09.496,0.464,-4.951,9.213,0.484,-0.01,0.409,fall
11:56:09.541,0.642,-4.451,9.4,0.833,-0.056,0.67,fall
11:56:09.586,0.565,-3.524,9.335,1.035,-0.091,0.599,fall
11:56:09.590,0.843,-2.344,9.225,1.164,-0.117,0.953,fall
11:56:09.632,0.711,-1.343,9.728,0.992,-0.025,0.603,fall
11:56:09.678,0.515,-0.907,10.221,0.746,-0.033,0.634,fall
11:56:09.722,0.62,-0.816,10.106,0.517,-0.037,0.68,fall
11:56:09.768,0.651,-1.166,9.757,0.498,-0.003,0.642,fall
11:56:09.811,0.596,-0.771,9.714,0.525,0.033,0.57,fall
11:56:09.856,0.414,-0.4,9.601,0.504,0.076,0.342,fall
11:56:09.901,0.316,-0.041,9.663,0.425,0.088,0.39,fall
11:56:09.946,0.388,0.28,10.537,0.381,0.099,0.357,fall
11:56:09.993,0.295,0.237,10.181,0.354,0.057,0.326,fall
11:56:09.998,0.429,0.407,10.13,0.382,-0.04,0.565,fall
11:56:10.037,0.577,0.409,9.551,0.41,-0.1,0.678,fall
11:56:10.082,0.831,0.515,9.838,0.486,-0.119,0.843,fall
11:56:10.128,0.946,0.725,9.493,0.469,-0.073,1.01,fall
11:56:10.171,0.994,0.898,10.542,0.398,0.071,0.776,fall
11:56:10.217,0.591,1.068,10.482,0.249,0.214,0.244,fall
11:56:10.265,-0.194,0.826,10.296,0.14,0.233,-0.484,fall
11:56:10.307,-0.551,0.608,10.066,0.133,0.067,-0.51,fall
11:56:10.312,-0.33,0.627,9.802,0.22,-0.085,-0.079,fall
11:56:10.356,0.086,1.089,9.886,0.276,-0.156,0.283,fall
11:56:10.398,0.462,1.413,9.999,0.245,-0.167,0.589,fall
11:56:10.444,0.553,1.422,10.059,0.186,-0.077,0.441,fall
11:56:10.489,0.323,1.171,9.965,0.172,-0.031,0.335,fall
11:56:10.533,0.223,1.298,9.98,0.216,-0.021,0.187,fall
11:56:10.578,0.043,1.463,9.891,0.221,-0.031,0.084,fall
11:56:10.622,0.117,1.592,9.932,0.184,-0.05,0.153,fall
11:56:10.667,0.117,1.738,10.006,0.097,-0.057,0.045,fall
11:56:10.671,0.098,1.616,9.745,-0.046,-0.074,0.23,fall
11:56:10.713,0.328,1.362,9.731,-0.125,-0.059,0.302,fall
11:56:10.759,0.28,1.353,10.054,-0.155,-0.031,0.287,fall
11:56:10.803,0.273,1.451,9.946,-0.177,-0.028,0.309,fall
11:56:10.850,0.247,1.654,9.975,-0.155,-0.047,0.235,fall
11:56:10.893,0.412,1.868,10.025,-0.197,-0.163,0.599,fall
11:56:10.938,0.838,2.054,10.039,-0.267,-0.262,1.089,fall
11:56:10.982,1.367,2.047,9.831,-0.351,-0.292,1.585,fall
11:56:11.028,1.99,1.726,10.394,-0.333,-0.27,2.263,fall
11:56:11.033,1.987,2.011,10.245,-0.153,-0.169,1.772,fall
11:56:11.075,1.803,2.418,10.849,-0.195,-0.284,2.248,fall
11:56:11.119,2.607,2.033,10.085,-0.307,-0.376,2.969,fall
11:56:11.163,3.05,1.334,8.766,-0.264,-0.205,2.787,fall
11:56:11.209,2.346,1.355,9.192,-0.131,0.041,1.93,fall
11:56:11.253,1.652,1.834,9.515,-0.155,0.114,1.41,fall
11:56:11.298,1.303,1.796,10.006,-0.172,0.05,1.257,fall
11:56:11.343,1.422,1.583,10.061,-0.16,-0.046,1.42,fall
11:56:11.387,1.53,1.532,9.786,-0.116,-0.156,1.724,fall
11:56:11.392,2.038,1.221,9.302,-0.028,-0.217,2.076,fall
11:56:11.436,2.035,1.391,9.51,0.162,-0.207,2.117,fall
11:56:11.479,2.332,1.724,9.635,0.18,-0.241,2.418,fall
11:56:11.524,2.504,1.583,9.522,0.2,-0.213,2.466,fall
11:56:11.570,2.548,2.052,9.704,0.211,-0.216,2.725,fall
11:56:11.612,2.959,1.789,9.364,0.123,-0.21,2.991,fall
11:56:11.656,2.974,1.549,9.326,0.133,-0.122,2.856,fall
11:56:11.701,2.749,1.793,10.008,0.128,-0.086,2.811,fall
11:56:11.791,2.785,1.829,9.845,0.048,-0.054,2.749,fall
11:56:11.795,2.605,1.774,10.159,0.038,-0.002,2.366,fall
11:56:11.798,2.392,1.628,9.575,0.015,0.018,2.382,fall
11:56:11.838,2.294,1.468,9.575,0.023,0.108,2.085,fall
11:56:11.884,1.865,1.815,9.857,-0.019,0.145,1.745,fall
11:56:11.932,1.705,1.528,9.917,-0.104,0.14,1.619,fall
11:56:11.973,1.504,1.496,10.078,-0.163,0.131,1.528,fall
11:56:12.018,1.453,1.142,9.783,-0.18,0.121,1.403,fall
11:56:12.063,1.42,1.051,9.819,-0.135,0.116,1.456,fall
11:56:12.108,1.408,1.008,9.685,-0.119,0.135,1.346,fall
11:56:12.113,1.176,0.891,9.788,-0.032,0.139,1.089,fall
11:56:12.155,1.235,1.3,9.996,0.028,0.092,1.202,fall
11:56:12.199,1.269,1.274,9.826,0.014,0.097,1.087,fall
11:56:12.244,0.986,1.355,9.802,0.031,0.081,0.965,fall
11:56:12.290,0.915,1.568,10.003,0.046,0.04,0.881,fall
11:56:12.333,1.001,1.417,9.766,-0.001,-0.012,1.044,fall
11:56:12.379,1.032,1.382,10.106,-0.004,-0.043,1.144,fall
11:56:12.423,1.228,1.212,9.781,-0.017,-0.066,1.384,fall
11:56:12.467,1.355,0.991,9.841,0.008,-0.024,1.176,fall
11:56:12.472,1.267,0.589,9.695,-0.017,-0.037,1.518,fall
11:56:12.516,1.329,0.333,9.685,-0.029,0.035,1.113,fall
11:56:12.560,1.195,0.103,9.63,-0.05,0.055,1.027,fall
11:56:12.604,0.591,-0.057,9.189,-0.139,0.129,0.481,fall
11:56:12.650,0.424,-0.455,8.251,-0.099,0.085,0.369,fall
11:56:12.693,0.555,-0.136,8.066,-0.015,0.044,0.723,fall
11:56:12.738,0.728,0.012,7.284,0.09,0.031,0.893,fall
11:56:12.783,1.372,-0.544,6.639,0.017,-0.007,1.42,fall
11:56:12.828,1.391,-0.419,7.006,0.087,0.029,1.547,fall
11:56:12.833,1.781,-1.415,7.473,-0.045,-0.043,2.126,fall
11:56:12.876,2.169,-1.786,7.537,0.076,0.124,1.757,fall
11:56:12.920,1.152,-1.207,6.398,0.359,0.258,0.769,fall
11:56:12.964,0.481,0.005,6.082,0.605,0.236,0.268,fall
11:56:13.010,0.57,0.714,6.302,0.528,-0.035,1.358,fall
11:56:13.052,1.556,-0.297,4.956,0.367,-0.093,2.033,fall
11:56:13.098,2.777,-1.678,7.336,0.452,-0.16,2.73,fall
11:56:13.143,1.678,-3.455,6.891,0.218,0.259,0.39,fall
11:56:13.188,-0.709,-7.583,9.405,0.79,0.178,-1.142,fall
11:56:13.193,-0.788,-7.24,14.658,1.461,-0.017,-1.549,fall
11:56:13.235,-3.216,-6.117,11.22,1.535,0.1,-2.105,fall
11:56:13.279,-1.022,-8.902,8.409,2.339,-0.163,-1.489,fall
11:56:13.323,0.101,3.34,0.979,3.406,-0.037,-0.704,fall
11:56:13.369,-0.994,10.705,5.03,2.556,0.117,1.314,fall
11:56:13.412,2.054,12.446,6.979,1.566,0.13,-0.163,fall
11:56:13.460,-2.085,-1.006,-12.302,2.752,-0.394,1.326,fall
11:56:13.500,1.47,10.049,-13.674,6.187,-0.191,-1.453,fall
11:56:13.546,-0.872,25.818,-26.958,8.727,-0.753,-5.421,fall
