timestamp,ax,ay,az,gx,gy,gz,label
07:01:34.136,-0.958,0.676,11.328,0.176,-0.127,-1.189,walk
07:01:34.182,-1.308,1.073,13.243,0.025,-0.068,-1.022,walk
07:01:34.228,-0.794,-0.839,11.757,0.005,-0.149,-0.485,walk
07:01:34.233,0.007,-0.153,11.688,0.105,-0.212,0.426,walk
07:01:34.275,0.658,-0.704,10.34,0.124,-0.193,0.723,walk
07:01:34.320,0.602,0.352,10.044,0.227,-0.116,0.431,walk
07:01:34.367,0.377,0.741,9.853,0.088,-0.083,0.364,walk
07:01:34.503,0.38,0.399,9.845,-0.16,-0.086,0.384,walk
07:01:34.511,0.405,-0.697,9.552,-0.334,-0.058,0.433,walk
07:01:34.518,0.362,-1.014,9.527,-0.242,-0.016,0.239,walk
07:01:34.539,0.257,-0.673,9.535,-0.126,-0.01,0.481,walk
07:01:34.587,0.733,-0.824,9.493,-0.087,-0.034,0.83,walk
07:01:34.594,0.779,-1.118,9.334,-0.004,0.047,0.735,walk
07:01:34.636,0.757,-0.924,10.059,0.138,0.082,0.905,walk
07:01:34.677,0.851,-0.649,10.381,0.279,0.11,0.679,walk
07:01:34.727,0.539,0.474,11.404,0.258,0.183,0.36,walk
07:01:34.770,0.164,-0.067,11.741,0.071,0.232,-0.443,walk
07:01:34.811,-0.611,-0.051,13.363,-0.218,0.246,-0.625,walk
07:01:34.857,-1.007,-2.09,12.024,-0.037,0.144,-1.026,walk
07:01:34.904,-1.02,-0.897,10.175,0.209,0.128,-1.27,walk
07:01:34.948,-1.475,0.259,10.276,0.148,0.197,-1.622,walk
07:01:34.954,-1.816,-0.344,9.845,-0.022,0.21,-1.857,walk
07:01:34.994,-1.674,0.044,9.756,-0.108,0.096,-1.385,walk
07:01:35.040,-1.177,-0.869,9.234,-0.211,-0.022,-1.073,walk
07:01:35.086,-0.949,-0.529,9.37,-0.122,-0.071,-0.813,walk
07:01:35.286,-0.753,-0.499,9.291,-0.055,-0.064,-0.795,walk
07:01:35.293,-0.822,-0.132,9.304,-0.006,-0.046,-0.806,walk
07:01:35.296,-0.833,-0.491,9.321,-0.016,-0.041,-0.947,walk
07:01:35.300,-1.14,-0.709,9.41,0.088,-0.003,-1.366,walk
07:01:35.304,-1.634,-0.182,10.467,0.191,-0.001,-1.795,walk
07:01:35.307,-1.687,0.279,10.937,0.245,-0.122,-1.338,walk
07:01:35.355,-1.109,0.086,11.086,0.182,-0.197,-1.161,walk
07:01:35.400,-1.725,2.147,16.489,0.14,-0.097,-0.991,walk
07:01:35.446,-0.52,-1.944,11.009,0.012,-0.202,-0.317,walk
07:01:35.492,0.051,-0.523,10.773,0.384,-0.251,0.484,walk
07:01:35.533,0.496,0.891,11.023,0.42,-0.245,0.435,walk
07:01:35.579,0.427,0.857,10.54,0.176,-0.184,0.593,walk
07:01:35.623,0.848,-0.189,9.818,0.032,-0.203,0.891,walk
07:01:35.668,0.68,-1.332,9.683,0.088,-0.03,0.358,walk
07:01:35.674,0.062,-0.961,9.066,0.506,0.102,-0.081,walk
07:01:35.717,-0.139,0.827,9.483,0.642,0.114,-0.044,walk
07:01:35.762,0.001,0.557,8.92,0.509,0.093,-0.018,walk
07:01:35.807,0.22,1.255,9.21,0.49,0.115,0.547,walk
07:01:35.852,0.389,0.528,9.357,0.472,0.198,0.178,walk
07:01:36.027,0.065,1.821,10.473,0.644,0.254,-0.211,walk
07:01:36.034,-0.587,2.613,11.171,0.64,0.297,-0.709,walk
07:01:36.042,-1.037,5.445,15.871,0.482,0.227,-1.259,walk
07:01:36.046,-1.022,2.258,11.249,-0.104,0.022,-1.234,walk
07:01:36.054,-1.647,1.933,12.753,-0.123,0.014,-1.411,walk
07:01:36.072,-1.429,-0.13,10.323,-0.039,0.009,-1.438,walk
07:01:36.121,-1.293,1.492,9.774,0.333,0.08,-1.421,walk
07:01:36.165,-1.572,2.464,9.644,0.298,0.173,-1.548,walk
07:01:36.211,-1.449,2.217,8.924,0.12,0.092,-1.238,walk
07:01:36.254,-0.948,1.641,8.685,0.033,-0.035,-0.739,walk
07:01:36.299,-0.542,2.083,8.827,0.099,-0.099,-0.351,walk
07:01:36.344,-0.249,2.407,9.017,0.105,-0.096,-0.202,walk
