timestamp,ax,ay,az,gx,gy,gz,label
07:13:13.030,0.212,0.869,9.926,-0.069,-0.021,0.14,walk
07:13:13.034,0.122,1.28,9.942,-0.03,0.012,0.122,walk
07:13:13.076,0.075,1.384,9.938,-0.062,0.029,0.0,walk
07:13:13.122,0.093,0.988,9.928,-0.092,0.026,0.219,walk
07:13:13.169,0.36,0.787,9.972,-0.048,0.018,0.442,walk
07:13:13.212,0.415,0.712,10.075,0.047,0.068,0.388,walk
07:13:13.300,0.368,0.844,10.017,0.111,0.106,0.33,walk
07:13:13.306,0.225,1.02,10.16,0.115,0.146,0.056,walk
07:13:13.346,-0.165,0.965,10.439,0.077,0.198,-0.369,walk
07:13:13.394,-0.693,1.532,11.919,0.072,0.214,-1.155,walk
07:13:13.401,-0.862,0.729,11.532,0.021,0.17,-1.076,walk
07:13:13.439,-1.55,2.133,12.312,0.202,0.196,-1.593,walk
07:13:13.484,-1.583,1.427,11.141,0.09,0.144,-1.404,walk
07:13:13.530,-1.25,1.076,9.935,0.068,0.098,-1.269,walk
07:13:13.573,-1.437,1.401,9.438,0.092,0.138,-1.637,walk
07:13:13.615,-1.646,2.094,9.886,0.04,0.118,-1.544,walk
07:13:13.660,-1.459,2.067,10.078,-0.157,0.076,-1.444,walk
07:13:13.706,-1.505,1.35,10.102,-0.382,0.08,-1.451,walk
07:13:13.751,-1.378,0.297,9.934,-0.465,0.064,-1.408,walk
07:13:13.755,-1.493,0.013,9.832,-0.315,0.08,-1.542,walk
07:13:13.986,-1.562,0.6,9.899,-0.166,0.081,-1.68,walk
07:13:14.002,-1.914,0.826,9.782,-0.159,0.109,-2.17,walk
07:13:14.004,-2.249,0.521,9.642,-0.171,0.075,-2.196,walk
07:13:14.006,-2.093,0.407,9.674,-0.113,-0.018,-2.004,walk
07:13:14.008,-1.912,0.111,9.733,-0.079,-0.047,-1.955,walk
07:13:14.020,-2.106,0.016,10.236,0.005,-0.033,-2.155,walk
07:13:14.068,-2.091,0.141,10.45,0.137,-0.066,-1.981,walk
07:13:14.112,-1.923,0.396,10.56,0.254,-0.116,-1.762,walk
07:13:14.121,-1.49,0.645,11.34,0.226,-0.205,-1.69,walk
07:13:14.160,-0.973,-0.212,11.32,0.086,-0.217,-0.705,walk
07:13:14.203,-1.003,0.81,12.283,0.398,-0.172,-0.673,walk
07:13:14.249,-0.645,0.852,11.089,0.364,-0.118,-0.821,walk
07:13:14.294,-0.456,0.869,10.479,0.241,-0.16,-0.163,walk
07:13:14.341,0.101,0.219,9.756,0.185,-0.217,0.146,walk
07:13:14.389,0.12,1.133,10.084,0.281,-0.207,0.16,walk
07:13:14.427,0.177,1.365,10.396,0.155,-0.242,0.549,walk
07:13:14.473,1.045,0.139,9.938,0.033,-0.316,1.287,walk
07:13:14.479,1.177,0.014,9.817,0.236,-0.223,0.989,walk
