timestamp,ax,ay,az,gx,gy,gz,label
17:09:12.295,-3.333,-3.307,8.802,0.011,0.001,-3.357,static
17:09:12.338,-3.441,-3.170,8.979,-0.022,0.000,-3.326,static
17:09:12.384,-3.101,-3.333,8.885,-0.037,-0.020,-2.983,static
17:09:12.428,-2.904,-3.153,8.924,-0.034,0.025,-2.847,static
17:09:12.521,-2.986,-3.242,8.888,-0.044,0.088,-3.074,static
17:09:12.527,-3.170,-3.156,8.974,-0.059,0.113,-3.307,static
17:09:12.534,-3.517,-3.448,8.876,-0.062,0.109,-3.560,static
17:09:12.564,-3.637,-3.342,8.904,-0.034,0.055,-3.565,static
17:09:12.607,-3.443,-3.376,8.861,-0.033,0.021,-3.352,static
17:09:12.652,-3.395,-3.431,8.794,-0.008,0.009,-3.323,static
17:09:12.700,-3.220,-3.366,8.854,-0.001,-0.007,-3.206,static
17:09:12.747,-3.196,-3.374,8.881,-0.000,0.021,-3.216,static
17:09:12.793,-3.204,-3.326,8.902,0.020,0.022,-3.201,static
17:09:12.832,-3.189,-3.240,8.861,-0.016,0.032,-3.187,static
17:09:12.878,-3.235,-3.388,8.897,-0.028,0.049,-3.309,static
17:09:12.921,-3.275,-3.407,8.823,-0.005,0.045,-3.242,static
17:09:13.058,-3.402,-3.316,8.912,-0.014,0.066,-3.498,static
17:09:13.067,-3.438,-3.460,8.833,-0.013,0.021,-3.402,static
17:09:13.068,-3.287,-3.431,8.814,0.006,0.002,-3.345,static
17:09:13.147,-3.302,-3.309,8.833,0.017,-0.007,-3.244,static
17:09:13.148,-3.216,-3.364,8.933,-0.015,0.007,-3.383,static
17:09:13.150,-3.520,-3.773,8.790,-0.058,0.055,-3.603,static
17:09:13.237,-3.773,-3.917,8.701,0.065,0.025,-3.824,static
17:09:13.239,-3.766,-3.225,8.672,0.113,-0.063,-3.738,static
17:09:13.282,-3.735,-3.074,8.806,0.043,-0.138,-3.723,static
17:09:13.375,-3.783,-3.524,8.787,0.050,-0.231,-3.881,static
17:09:13.383,-4.293,-3.778,8.957,0.085,-0.368,-4.877,static
17:09:13.422,-5.368,-4.985,9.029,0.285,-0.686,-5.596,static
17:09:13.471,-5.131,-4.604,8.648,0.627,-1.197,-4.796,static
